date,indicator,value,series_id
2010-04-06,연방기금금리,0.2,DFF
2010-04-07,연방기금금리,0.19,DFF
2010-04-08,연방기금금리,0.19,DFF
2010-04-09,연방기금금리,0.19,DFF
2010-04-10,연방기금금리,0.19,DFF
2010-04-11,연방기금금리,0.19,DFF
2010-04-12,연방기금금리,0.19,DFF
2010-04-13,연방기금금리,0.2,DFF
2010-04-14,연방기금금리,0.2,DFF
2010-04-15,연방기금금리,0.22,DFF
2010-04-16,연방기금금리,0.21,DFF
2010-04-17,연방기금금리,0.21,DFF
2010-04-18,연방기금금리,0.21,DFF
2010-04-19,연방기금금리,0.2,DFF
2010-04-20,연방기금금리,0.2,DFF
2010-04-21,연방기금금리,0.2,DFF
2010-04-22,연방기금금리,0.2,DFF
2010-04-23,연방기금금리,0.2,DFF
2010-04-24,연방기금금리,0.2,DFF
2010-04-25,연방기금금리,0.2,DFF
2010-04-26,연방기금금리,0.2,DFF
2010-04-27,연방기금금리,0.2,DFF
2010-04-28,연방기금금리,0.2,DFF
2010-04-29,연방기금금리,0.19,DFF
2010-04-30,연방기금금리,0.2,DFF
2010-05-01,연방기금금리,0.2,DFF
2010-05-02,연방기금금리,0.2,DFF
2010-05-03,연방기금금리,0.2,DFF
2010-05-04,연방기금금리,0.21,DFF
2010-05-05,연방기금금리,0.21,DFF
2010-05-06,연방기금금리,0.2,DFF
2010-05-07,연방기금금리,0.2,DFF
2010-05-08,연방기금금리,0.2,DFF
2010-05-09,연방기금금리,0.2,DFF
2010-05-10,연방기금금리,0.2,DFF
2010-05-11,연방기금금리,0.2,DFF
2010-05-12,연방기금금리,0.2,DFF
2010-05-13,연방기금금리,0.2,DFF
2010-05-14,연방기금금리,0.2,DFF
2010-05-15,연방기금금리,0.2,DFF
2010-05-16,연방기금금리,0.2,DFF
2010-05-17,연방기금금리,0.21,DFF
2010-05-18,연방기금금리,0.21,DFF
2010-05-19,연방기금금리,0.2,DFF
2010-05-20,연방기금금리,0.2,DFF
2010-05-21,연방기금금리,0.2,DFF
2010-05-22,연방기금금리,0.2,DFF
2010-05-23,연방기금금리,0.2,DFF
2010-05-24,연방기금금리,0.21,DFF
2010-05-25,연방기금금리,0.21,DFF
2010-05-26,연방기금금리,0.2,DFF
2010-05-27,연방기금금리,0.2,DFF
2010-05-28,연방기금금리,0.19,DFF
2010-05-29,연방기금금리,0.19,DFF
2010-05-30,연방기금금리,0.19,DFF
2010-05-31,연방기금금리,0.19,DFF
2010-06-01,연방기금금리,0.2,DFF
2010-06-02,연방기금금리,0.2,DFF
2010-06-03,연방기금금리,0.19,DFF
2010-06-04,연방기금금리,0.19,DFF
2010-06-05,연방기금금리,0.19,DFF
2010-06-06,연방기금금리,0.19,DFF
2010-06-07,연방기금금리,0.19,DFF
2010-06-08,연방기금금리,0.19,DFF
2010-06-09,연방기금금리,0.18,DFF
2010-06-10,연방기금금리,0.18,DFF
2010-06-11,연방기금금리,0.18,DFF
2010-06-12,연방기금금리,0.18,DFF
2010-06-13,연방기금금리,0.18,DFF
2010-06-14,연방기금금리,0.18,DFF
2010-06-15,연방기금금리,0.19,DFF
2010-06-16,연방기금금리,0.19,DFF
2010-06-17,연방기금금리,0.19,DFF
2010-06-18,연방기금금리,0.18,DFF
2010-06-19,연방기금금리,0.18,DFF
2010-06-20,연방기금금리,0.18,DFF
2010-06-21,연방기금금리,0.17,DFF
2010-06-22,연방기금금리,0.18,DFF
2010-06-23,연방기금금리,0.17,DFF
2010-06-24,연방기금금리,0.16,DFF
2010-06-25,연방기금금리,0.16,DFF
2010-06-26,연방기금금리,0.16,DFF
2010-06-27,연방기금금리,0.16,DFF
2010-06-28,연방기금금리,0.17,DFF
2010-06-29,연방기금금리,0.15,DFF
2010-06-30,연방기금금리,0.09,DFF
2010-07-01,연방기금금리,0.17,DFF
2010-07-02,연방기금금리,0.18,DFF
2010-07-03,연방기금금리,0.18,DFF
2010-07-04,연방기금금리,0.18,DFF
2010-07-05,연방기금금리,0.18,DFF
2010-07-06,연방기금금리,0.18,DFF
2010-07-07,연방기금금리,0.18,DFF
2010-07-08,연방기금금리,0.17,DFF
2010-07-09,연방기금금리,0.18,DFF
2010-07-10,연방기금금리,0.18,DFF
2010-07-11,연방기금금리,0.18,DFF
2010-07-12,연방기금금리,0.17,DFF
2010-07-13,연방기금금리,0.17,DFF
2010-07-14,연방기금금리,0.17,DFF
2010-07-15,연방기금금리,0.19,DFF
2010-07-16,연방기금금리,0.19,DFF
2010-07-17,연방기금금리,0.19,DFF
2010-07-18,연방기금금리,0.19,DFF
2010-07-19,연방기금금리,0.19,DFF
2010-07-20,연방기금금리,0.18,DFF
2010-07-21,연방기금금리,0.18,DFF
2010-07-22,연방기금금리,0.18,DFF
2010-07-23,연방기금금리,0.19,DFF
2010-07-24,연방기금금리,0.19,DFF
2010-07-25,연방기금금리,0.19,DFF
2010-07-26,연방기금금리,0.19,DFF
2010-07-27,연방기금금리,0.19,DFF
2010-07-28,연방기금금리,0.2,DFF
2010-07-29,연방기금금리,0.19,DFF
2010-07-30,연방기금금리,0.18,DFF
2010-07-31,연방기금금리,0.18,DFF
2010-08-01,연방기금금리,0.18,DFF
2010-08-02,연방기금금리,0.19,DFF
2010-08-03,연방기금금리,0.19,DFF
2010-08-04,연방기금금리,0.19,DFF
2010-08-05,연방기금금리,0.19,DFF
2010-08-06,연방기금금리,0.18,DFF
2010-08-07,연방기금금리,0.18,DFF
2010-08-08,연방기금금리,0.18,DFF
2010-08-09,연방기금금리,0.18,DFF
2010-08-10,연방기금금리,0.18,DFF
2010-08-11,연방기금금리,0.17,DFF
2010-08-12,연방기금금리,0.18,DFF
2010-08-13,연방기금금리,0.19,DFF
2010-08-14,연방기금금리,0.19,DFF
2010-08-15,연방기금금리,0.19,DFF
2010-08-16,연방기금금리,0.2,DFF
2010-08-17,연방기금금리,0.2,DFF
2010-08-18,연방기금금리,0.19,DFF
2010-08-19,연방기금금리,0.19,DFF
2010-08-20,연방기금금리,0.2,DFF
2010-08-21,연방기금금리,0.2,DFF
2010-08-22,연방기금금리,0.2,DFF
2010-08-23,연방기금금리,0.19,DFF
2010-08-24,연방기금금리,0.19,DFF
2010-08-25,연방기금금리,0.19,DFF
2010-08-26,연방기금금리,0.19,DFF
2010-08-27,연방기금금리,0.19,DFF
2010-08-28,연방기금금리,0.19,DFF
2010-08-29,연방기금금리,0.19,DFF
2010-08-30,연방기금금리,0.19,DFF
2010-08-31,연방기금금리,0.21,DFF
2010-09-01,연방기금금리,0.19,DFF
2010-09-02,연방기금금리,0.19,DFF
2010-09-03,연방기금금리,0.19,DFF
2010-09-04,연방기금금리,0.19,DFF
2010-09-05,연방기금금리,0.19,DFF
2010-09-06,연방기금금리,0.19,DFF
2010-09-07,연방기금금리,0.2,DFF
2010-09-08,연방기금금리,0.19,DFF
2010-09-09,연방기금금리,0.18,DFF
2010-09-10,연방기금금리,0.18,DFF
2010-09-11,연방기금금리,0.18,DFF
2010-09-12,연방기금금리,0.18,DFF
2010-09-13,연방기금금리,0.18,DFF
2010-09-14,연방기금금리,0.19,DFF
2010-09-15,연방기금금리,0.21,DFF
2010-09-16,연방기금금리,0.21,DFF
2010-09-17,연방기금금리,0.21,DFF
2010-09-18,연방기금금리,0.21,DFF
2010-09-19,연방기금금리,0.21,DFF
2010-09-20,연방기금금리,0.21,DFF
2010-09-21,연방기금금리,0.2,DFF
2010-09-22,연방기금금리,0.21,DFF
2010-09-23,연방기금금리,0.2,DFF
2010-09-24,연방기금금리,0.21,DFF
2010-09-25,연방기금금리,0.21,DFF
2010-09-26,연방기금금리,0.21,DFF
2010-09-27,연방기금금리,0.19,DFF
2010-09-28,연방기금금리,0.19,DFF
2010-09-29,연방기금금리,0.19,DFF
2010-09-30,연방기금금리,0.15,DFF
