date,indicator,value,series_id
2020-06-01,한국 GDP - 가계총처분가능소득(계절조정계열),299236.2,200Y102
2020-06-01,한국 GDP - 가계총처분가능소득(원계열),294918.4,200Y102
2020-06-01,한국 GDP - 실질가계총처분가능소득(계절조정계열),299859.3,200Y102
2020-06-01,한국 GDP - 실질가계총처분가능소득(원계열),295454.8,200Y102
2020-06-01,한국 GDP - 가계총저축(계절조정계열),58499.6,200Y102
2020-06-01,한국 GDP - 가계총저축(원계열),59129.3,200Y102
2020-09-01,"한국 GDP - 국내총생산(GDP)(실질, 계절조정, 전기비)",2.2,200Y102
2020-09-01,한국 GDP - 비농림어업GDP,2.3,200Y102
2020-09-01,한국 GDP - 농림어업,-1.8,200Y102
2020-09-01,한국 GDP - 제조업,6.0,200Y102
2020-09-01,한국 GDP - 건설업,-3.6,200Y102
2020-09-01,한국 GDP - 서비스업,1.5,200Y102
2020-09-01,한국 GDP - ICT산업,2.8,200Y102
2020-09-01,한국 GDP - 비ICT산업,2.2,200Y102
2020-09-01,"한국 GDP - 국내총생산에 대한 지출(실질, 계절조정, 전기비)",2.2,200Y102
2020-09-01,한국 GDP - 민간소비,0.8,200Y102
2020-09-01,한국 GDP - 설비투자,5.0,200Y102
2020-09-01,한국 GDP - 건설투자,-1.8,200Y102
2020-09-01,한국 GDP - 재화수출,16.4,200Y102
2020-09-01,한국 GDP - 재화수입,5.5,200Y102
2020-09-01,한국 GDP - 내수(재고제외),0.8,200Y102
2020-09-01,한국 GDP - 정부소비,0.7,200Y102
2020-09-01,"한국 GDP - 국내총생산(GDP)(실질, 원계열, 전년동기비)",-0.8,200Y102
2020-09-01,한국 GDP - 농림어업,-9.7,200Y102
2020-09-01,한국 GDP - 제조업,-1.9,200Y102
2020-09-01,"한국 GDP - 전기, 가스 및 수도사업",8.1,200Y102
2020-09-01,한국 GDP - 건설업,-1.9,200Y102
2020-09-01,한국 GDP - 서비스업,-0.6,200Y102
