date,indicator,value,period,is_holiday_gap,pct_1d,pct_1w,pct_1m,event_flag
2020-09-28,원/달러 환율,1170.5,D,False,0.01708963513629147,0.5929872808525305,-1.231963547379955,
2020-09-29,원/달러 환율,1173.5,D,False,0.2563007261853878,1.1114940547992447,-0.8281923434462879,
2020-10-05,원/달러 환율,1169.5,D,False,-0.3408606731998276,0.48114099149410006,-1.2746918791153083,
2020-10-06,원/달러 환율,1163.4,D,False,-0.5215904232577895,-0.0858811405015425,-1.9221041982802167,
2020-10-07,원/달러 환율,1160.0,D,False,-0.2922468626439856,-0.8801162095189219,-2.3157894736842155,
2020-10-08,원/달러 환율,1162.5,D,False,0.21551724137931494,-0.6834686031610415,-2.3273399428667463,
2020-10-12,원/달러 환율,1156.2,D,False,-0.5419354838709589,-1.4742224115892544,-2.611185983827491,
2020-10-13,원/달러 환율,1148.3,D,False,-0.683272790174716,-1.8127404873877762,-3.3336139405674037,
2020-10-14,원/달러 환율,1149.5,D,False,0.10450230775929104,-1.1947739384562617,-3.370880968392731,
2020-10-15,원/달러 환율,1145.7,D,False,-0.33057851239669533,-1.2327586206896557,-3.3409263477600537,
2020-10-16,원/달러 환율,1144.6,D,False,-0.09601117220914279,-1.5397849462365665,-3.6775225111503884,
2020-10-19,원/달러 환율,1145.6,D,False,0.08736676568232848,-0.9167964020065811,-3.2595845296402803,
2020-10-20,원/달러 환율,1142.2,D,False,-0.2967877094971927,-0.5312200644430831,-3.2443879711986368,
2020-10-21,원/달러 환율,1139.7,D,False,-0.21887585361582973,-0.8525445846019997,-3.2348446255730967,
2020-10-22,원/달러 환율,1133.7,D,False,-0.5264543300868674,-1.047394605917784,-3.54772843287392,
2020-10-23,원/달러 환율,1134.1,D,False,0.035282702655003995,-0.9173510396645157,-2.5352354761086326,
2020-10-26,원/달러 환율,1134.6,D,False,0.04408782294329505,-0.96019553072626,-2.2402205755643667,
2020-10-27,원/달러 환율,1129.1,D,False,-0.48475233562489395,-1.1469094729469553,-2.9899475899991534,
2020-10-28,원/달러 환율,1127.6,D,False,-0.13284917190682366,-1.0616828990085203,-3.1604259704569038,
2020-10-29,원/달러 환율,1129.3,D,False,0.15076268180205243,-0.388109729205266,-3.5033752029394183,
2020-10-30,원/달러 환율,1133.4,D,False,0.3630567608253088,-0.06172295212061307,-3.169585647159323,
2020-11-02,원/달러 환율,1130.4,D,False,-0.2646903123345701,-0.3701745108408039,-3.6727737537281535,
2020-11-03,원/달러 환율,1134.7,D,False,0.3803963198867555,0.49597024178551496,-2.975630611372382,
2020-11-04,원/달러 환율,1134.6,D,False,-0.008812902088672914,0.6207875133025897,-2.4755028365136877,
2020-11-05,원/달러 환율,1136.5,D,False,0.16745989776132397,0.6375630921809927,-2.0258620689655227,
2020-11-06,원/달러 환율,1130.9,D,False,-0.49274087109546505,-0.22057526027881025,-2.7182795698924678,
2020-11-09,원/달러 환율,1124.4,D,False,-0.5747634627288001,-0.5307855626326963,-2.750389206019721,
2020-11-10,원/달러 환율,1115.6,D,False,-0.7826396300249172,-1.683264298933651,-2.8476878864408306,
2020-11-11,원/달러 환율,1115.9,D,False,0.026891358910030583,-1.6481579411246061,-2.923010004349713,
