date,indicator,value,period
20211210,원/엔 환율,1034.73,D
20211210,원/유로 환율,1325.81,D
20211213,원/달러 환율,1178.2,D
20211213,원/엔 환율,1038.47,D
20211213,원/유로 환율,1332.96,D
20211214,원/달러 환율,1178.8,D
20211214,원/엔 환율,1038.0,D
20211214,원/유로 환율,1330.1,D
20211215,원/달러 환율,1183.6,D
20211215,원/엔 환율,1040.57,D
20211215,원/유로 환율,1332.38,D
20211216,원/달러 환율,1186.2,D
20211216,원/엔 환율,1039.8,D
20211216,원/유로 환율,1340.11,D
20211217,원/달러 환율,1183.5,D
20211217,원/엔 환율,1040.81,D
20211217,원/유로 환율,1340.96,D
20211220,원/달러 환율,1184.4,D
20211220,원/엔 환율,1042.01,D
20211220,원/유로 환율,1331.27,D
20211221,원/달러 환율,1189.8,D
20211221,원/엔 환율,1047.04,D
20211221,원/유로 환율,1341.74,D
20211222,원/달러 환율,1191.5,D
20211222,원/엔 환율,1044.67,D
20211222,원/유로 환율,1344.19,D
20211223,원/달러 환율,1191.2,D
20211223,원/엔 환율,1043.68,D
20211223,원/유로 환율,1348.91,D
20211224,원/달러 환율,1187.5,D
20211224,원/엔 환율,1037.48,D
20211224,원/유로 환율,1344.84,D
20211227,원/달러 환율,1186.4,D
20211227,원/엔 환율,1037.06,D
20211227,원/유로 환율,1343.06,D
20211228,원/달러 환율,1186.2,D
20211228,원/엔 환율,1032.6,D
20211228,원/유로 환율,1343.79,D
20211229,원/달러 환율,1186.7,D
20211229,원/엔 환율,1033.76,D
20211229,원/유로 환율,1342.16,D
20211230,원/달러 환율,1186.6,D
20211230,원/엔 환율,1032.14,D
20211230,원/유로 환율,1346.85,D
20211231,원/달러 환율,1185.5,D
20211231,원/엔 환율,1030.24,D
20211231,원/유로 환율,1342.34,D
202201,기준금리,1.25,M
20220103,원/달러 환율,1185.5,D
20220103,원/엔 환율,1029.57,D
20220103,원/유로 환율,1348.33,D
20220104,원/달러 환율,1190.8,D
20220104,원/엔 환율,1032.38,D
20220104,원/유로 환율,1345.13,D
20220105,원/달러 환율,1194.3,D
20220105,원/엔 환율,1027.93,D
20220105,원/유로 환율,1347.77,D
20220106,원/달러 환율,1198.2,D
20220106,원/엔 환율,1032.09,D
20220106,원/유로 환율,1355.04,D
20220107,원/달러 환율,1199.6,D
20220107,원/엔 환율,1035.43,D
20220107,원/유로 환율,1355.31,D
20220110,원/달러 환율,1202.4,D
20220110,원/엔 환율,1039.82,D
20220110,원/유로 환율,1365.69,D
20220111,원/달러 환율,1200.0,D
20220111,원/엔 환율,1041.44,D
20220111,원/유로 환율,1359.36,D
20220112,원/달러 환율,1195.2,D
20220112,원/엔 환율,1036.56,D
20220112,원/유로 환율,1358.88,D
20220113,원/달러 환율,1189.9,D
20220113,원/엔 환율,1037.99,D
20220113,원/유로 환율,1361.66,D
20220114,원/달러 환율,1188.2,D
20220114,원/엔 환율,1040.41,D
20220114,원/유로 환율,1361.26,D
20220117,원/달러 환율,1187.6,D
20220117,원/엔 환율,1038.7,D
20220117,원/유로 환율,1354.58,D
20220118,원/달러 환율,1192.3,D
20220118,원/엔 환율,1040.36,D
20220118,원/유로 환율,1360.18,D
20220119,원/달러 환율,1188.9,D
20220119,원/엔 환율,1037.48,D
20220119,원/유로 환율,1346.73,D
20220120,원/달러 환율,1191.8,D
20220120,원/엔 환율,1041.97,D
20220120,원/유로 환율,1351.62,D
20220121,원/달러 환율,1190.4,D
20220121,원/엔 환율,1044.16,D
20220121,원/유로 환율,1346.76,D
20220124,원/달러 환율,1193.6,D
20220124,원/엔 환율,1049.36,D
20220124,원/유로 환율,1353.54,D
20220125,원/달러 환율,1194.2,D
20220125,원/엔 환율,1047.5,D
20220125,원/유로 환율,1352.67,D
20220126,원/달러 환율,1197.8,D
20220126,원/엔 환율,1051.62,D
20220126,원/유로 환율,1353.87,D
20220127,원/달러 환율,1197.0,D
20220127,원/엔 환율,1043.36,D
20220127,원/유로 환율,1345.55,D
20220128,원/달러 환율,1202.4,D
20220128,원/엔 환율,1042.8,D
20220128,원/유로 환율,1340.07,D
202202,기준금리,1.25,M
20220203,원/달러 환율,1205.7,D
20220203,원/엔 환율,1053.75,D
20220203,원/유로 환율,1362.98,D
20220204,원/달러 환율,1205.4,D
20220204,원/엔 환율,1048.4,D
20220204,원/유로 환율,1378.62,D
20220207,원/달러 환율,1199.5,D
20220207,원/엔 환율,1040.19,D
20220207,원/유로 환율,1374.27,D
20220208,원/달러 환율,1199.4,D
20220208,원/엔 환율,1042.37,D
20220208,원/유로 환율,1372.17,D
20220209,원/달러 환율,1197.8,D
20220209,원/엔 환율,1035.94,D
20220209,원/유로 환율,1367.29,D
20220210,원/달러 환율,1196.0,D
20220210,원/엔 환율,1035.09,D
20220210,원/유로 환율,1366.19,D
20220211,원/달러 환율,1196.0,D
20220211,원/엔 환율,1030.46,D
20220211,원/유로 환율,1365.17,D
20220214,원/달러 환율,1199.6,D
20220214,원/엔 환율,1038.57,D
20220214,원/유로 환율,1361.31,D
20220215,원/달러 환율,1198.3,D
20220215,원/엔 환율,1037.22,D
20220215,원/유로 환율,1354.62,D
20220216,원/달러 환율,1198.5,D
20220216,원/엔 환율,1036.63,D
20220216,원/유로 환율,1361.38,D
20220217,원/달러 환율,1196.9,D
20220217,원/엔 환율,1036.77,D
20220217,원/유로 환율,1362.43,D
20220218,원/달러 환율,1197.1,D
20220218,원/엔 환율,1042.45,D
20220218,원/유로 환율,1360.8,D
20220221,원/달러 환율,1196.4,D
20220221,원/엔 환율,1041.25,D
20220221,원/유로 환율,1354.38,D
20220222,원/달러 환율,1194.6,D
20220222,원/엔 환율,1042.45,D
20220222,원/유로 환율,1350.38,D
20220223,원/달러 환율,1194.7,D
20220223,원/엔 환율,1038.33,D
20220223,원/유로 환율,1353.54,D
20220224,원/달러 환율,1192.1,D
20220224,원/엔 환율,1037.19,D
20220224,원/유로 환율,1347.31,D
20220225,원/달러 환율,1199.4,D
20220225,원/엔 환율,1038.76,D
20220225,원/유로 환율,1343.15,D
20220228,원/달러 환율,1202.7,D
20220228,원/엔 환율,1041.52,D
20220228,원/유로 환율,1342.09,D
202203,기준금리,1.25,M
20220302,원/달러 환율,1205.6,D
20220302,원/엔 환율,1049.49,D
20220302,원/유로 환율,1341.17,D
20220303,원/달러 환율,1205.0,D
20220303,원/엔 환율,1043.52,D
20220303,원/유로 환율,1340.08,D
20220304,원/달러 환율,1203.6,D
20220304,원/엔 환율,1042.21,D
20220304,원/유로 환율,1331.84,D
20220307,원/달러 환율,1211.5,D
20220307,원/엔 환율,1054.17,D
20220307,원/유로 환율,1316.9,D
20220308,원/달러 환율,1225.4,D
20220308,원/엔 환율,1062.65,D
20220308,원/유로 환율,1330.42,D
20220310,원/달러 환율,1234.5,D
20220310,원/엔 환율,1065.56,D
20220310,원/유로 환율,1366.9,D
20220311,원/달러 환율,1228.7,D
20220311,원/엔 환율,1057.81,D
20220311,원/유로 환율,1350.71,D
20220314,원/달러 환율,1232.4,D
20220314,원/엔 환율,1048.9,D
20220314,원/유로 환율,1347.38,D
20220315,원/달러 환율,1238.6,D
20220315,원/엔 환율,1047.22,D
20220315,원/유로 환율,1354.16,D
20220316,원/달러 환율,1241.7,D
20220316,원/엔 환율,1049.49,D
20220316,원/유로 환율,1361.34,D
20220317,원/달러 환율,1240.4,D
20220317,원/엔 환율,1043.89,D
20220317,원/유로 환율,1367.23,D
20220318,원/달러 환율,1220.6,D
20220318,원/엔 환율,1029.82,D
20220318,원/유로 환율,1353.65,D
20220321,원/달러 환율,1211.1,D
20220321,원/엔 환율,1015.38,D
20220321,원/유로 환율,1337.78,D
20220322,원/달러 환율,1213.7,D
20220322,원/엔 환율,1015.1,D
20220322,원/유로 환율,1337.38,D
20220323,원/달러 환율,1221.4,D
20220323,원/엔 환율,1007.71,D
20220323,원/유로 환율,1347.75,D
20220324,원/달러 환율,1212.7,D
20220324,원/엔 환율,1001.61,D
20220324,원/유로 환율,1334.58,D
20220325,원/달러 환율,1219.4,D
20220325,원/엔 환율,996.53,D
20220325,원/유로 환율,1342.38,D
20220328,원/달러 환율,1218.3,D
20220328,원/엔 환율,995.79,D
20220328,원/유로 환율,1337.69,D
20220329,원/달러 환율,1225.7,D
20220329,원/엔 환율,988.27,D
20220329,원/유로 환율,1347.6,D
20220330,원/달러 환율,1220.5,D
20220330,원/엔 환율,992.48,D
20220330,원/유로 환율,1353.9,D
20220331,원/달러 환율,1210.8,D
20220331,원/엔 환율,992.74,D
20220331,원/유로 환율,1351.13,D
202204,기준금리,1.5,M
20220401,원/달러 환율,1210.7,D
20220401,원/엔 환율,993.88,D
20220401,원/유로 환율,1340.55,D
20220404,원/달러 환율,1216.1,D
20220404,원/엔 환율,991.64,D
20220404,원/유로 환율,1343.06,D
20220405,원/달러 환율,1216.7,D
20220405,원/엔 환율,991.0,D
20220405,원/유로 환율,1335.08,D
20220406,원/달러 환율,1212.6,D
20220406,원/엔 환율,981.11,D
20220406,원/유로 환율,1322.64,D
20220407,원/달러 환율,1219.1,D
20220407,원/엔 환율,984.14,D
20220407,원/유로 환율,1328.39,D
20220408,원/달러 환율,1218.5,D
20220408,원/엔 환율,981.47,D
20220408,원/유로 환율,1324.88,D
20220411,원/달러 환율,1224.0,D
20220411,원/엔 환율,984.2,D
20220411,원/유로 환율,1333.24,D
20220412,원/달러 환율,1232.0,D
20220412,원/엔 환율,982.03,D
20220412,원/유로 환율,1340.35,D
20220413,원/달러 환율,1236.6,D
20220413,원/엔 환율,985.69,D
20220413,원/유로 환율,1338.87,D
20220414,원/달러 환율,1227.7,D
20220414,원/엔 환율,977.82,D
20220414,원/유로 환율,1337.27,D
20220415,원/달러 환율,1224.2,D
20220415,원/엔 환율,971.55,D
20220415,원/유로 환율,1325.2,D
20220418,원/달러 환율,1230.1,D
20220418,원/엔 환율,971.91,D
20220418,원/유로 환율,1330.66,D
20220419,원/달러 환율,1232.8,D
20220419,원/엔 환율,969.45,D
20220419,원/유로 환율,1328.84,D
20220420,원/달러 환율,1234.9,D
20220420,원/엔 환율,956.06,D
20220420,원/유로 환율,1332.33,D
20220421,원/달러 환율,1237.1,D
20220421,원/엔 환율,967.13,D
20220421,원/유로 환율,1342.75,D
20220422,원/달러 환율,1236.4,D
20220422,원/엔 환율,963.42,D
20220422,원/유로 환율,1339.76,D
20220425,원/달러 환율,1241.7,D
20220425,원/엔 환율,964.61,D
20220425,원/유로 환율,1342.03,D
20220426,원/달러 환율,1247.1,D
20220426,원/엔 환율,974.03,D
20220426,원/유로 환율,1335.52,D
20220427,원/달러 환율,1248.3,D
20220427,원/엔 환율,980.79,D
20220427,원/유로 환율,1328.82,D
20220428,원/달러 환율,1263.1,D
20220428,원/엔 환율,982.92,D
20220428,원/유로 환율,1332.7,D
20220429,원/달러 환율,1269.4,D
20220429,원/엔 환율,970.16,D
20220429,원/유로 환율,1332.74,D
202205,기준금리,1.75,M
20220502,원/달러 환율,1265.4,D
20220502,원/엔 환율,973.35,D
20220502,원/유로 환율,1334.74,D
20220503,원/달러 환율,1265.8,D
20220503,원/엔 환율,972.23,D
20220503,원/유로 환율,1330.1,D
20220504,원/달러 환율,1265.7,D
20220504,원/엔 환율,972.75,D
20220504,원/유로 환율,1331.9,D
20220506,원/달러 환율,1261.8,D
20220506,원/엔 환율,968.94,D
20220506,원/유로 환율,1330.13,D
20220509,원/달러 환율,1272.7,D
20220509,원/엔 환율,973.87,D
20220509,원/유로 환율,1340.92,D
20220510,원/달러 환율,1274.6,D
20220510,원/엔 환율,977.57,D
20220510,원/유로 환율,1345.85,D
20220511,원/달러 환율,1275.5,D
20220511,원/엔 환율,978.48,D
20220511,원/유로 환율,1343.55,D
20220512,원/달러 환율,1277.0,D
20220512,원/엔 환율,982.95,D
20220512,원/유로 환율,1343.02,D
20220513,원/달러 환율,1286.4,D
20220513,원/엔 환율,1000.58,D
20220513,원/유로 환율,1335.35,D
20220516,원/달러 환율,1286.0,D
20220516,원/엔 환율,993.86,D
20220516,원/유로 환율,1337.7,D
20220517,원/달러 환율,1281.6,D
20220517,원/엔 환율,993.3,D
20220517,원/유로 환율,1337.48,D
20220518,원/달러 환율,1277.2,D
20220518,원/엔 환율,986.67,D
20220518,원/유로 환율,1347.25,D
20220519,원/달러 환율,1269.3,D
20220519,원/엔 환율,988.98,D
20220519,원/유로 환율,1329.21,D
20220520,원/달러 환율,1274.6,D
20220520,원/엔 환율,997.61,D
20220520,원/유로 환율,1348.59,D
20220523,원/달러 환율,1269.5,D
20220523,원/엔 환율,992.69,D
20220523,원/유로 환율,1342.75,D
20220524,원/달러 환율,1267.7,D
20220524,원/엔 환율,991.79,D
20220524,원/유로 환율,1354.28,D
20220525,원/달러 환율,1264.3,D
20220525,원/엔 환율,996.57,D
20220525,원/유로 환율,1357.23,D
20220526,원/달러 환율,1263.3,D
20220526,원/엔 환율,992.97,D
20220526,원/유로 환율,1350.85,D
20220527,원/달러 환율,1266.4,D
20220527,원/엔 환율,996.5,D
20220527,원/유로 환율,1359.35,D
20220530,원/달러 환율,1256.9,D
20220530,원/엔 환율,988.01,D
20220530,원/유로 환율,1348.53,D
20220531,원/달러 환율,1245.8,D
20220531,원/엔 환율,975.61,D
20220531,원/유로 환율,1342.29,D
202206,기준금리,1.75,M
20220602,원/달러 환율,1238.4,D
20220602,원/엔 환율,951.41,D
20220602,원/유로 환율,1319.14,D
20220603,원/달러 환율,1251.2,D
20220603,원/엔 환율,963.31,D
20220603,원/유로 환율,1345.04,D
20220607,원/달러 환율,1241.1,D
20220607,원/엔 환율,940.19,D
20220607,원/유로 환율,1327.05,D
20220608,원/달러 환율,1257.1,D
20220608,원/엔 환율,947.0,D
20220608,원/유로 환율,1345.79,D
20220609,원/달러 환율,1255.4,D
20220609,원/엔 환율,934.18,D
20220609,원/유로 환율,1345.66,D
20220610,원/달러 환율,1257.6,D
20220610,원/엔 환율,935.4,D
20220610,원/유로 환율,1335.07,D
20220613,원/달러 환율,1266.0,D
20220613,원/엔 환율,939.97,D
20220613,원/유로 환율,1330.25,D
20220614,원/달러 환율,1286.0,D
20220614,원/엔 환율,957.88,D
20220614,원/유로 환율,1339.05,D
20220615,원/달러 환율,1289.7,D
20220615,원/엔 환율,953.32,D
20220615,원/유로 환율,1345.22,D
20220616,원/달러 환율,1291.3,D
20220616,원/엔 환율,963.12,D
20220616,원/유로 환율,1348.89,D
20220617,원/달러 환율,1284.1,D
20220617,원/엔 환율,968.73,D
20220617,원/유로 환율,1354.6,D
20220620,원/달러 환율,1287.5,D
20220620,원/엔 환율,952.4,D
20220620,원/유로 환율,1350.59,D
20220621,원/달러 환율,1291.7,D
20220621,원/엔 환율,955.93,D
20220621,원/유로 환율,1358.55,D
20220622,원/달러 환율,1290.6,D
20220622,원/엔 환율,945.63,D
20220622,원/유로 환율,1359.45,D
20220623,원/달러 환율,1295.7,D
20220623,원/엔 환율,951.78,D
20220623,원/유로 환율,1369.23,D
20220624,원/달러 환율,1300.7,D
20220624,원/엔 환율,964.66,D
20220624,원/유로 환율,1369.25,D
20220627,원/달러 환율,1299.4,D
20220627,원/엔 환율,961.27,D
20220627,원/유로 환율,1373.86,D
20220628,원/달러 환율,1285.6,D
20220628,원/엔 환율,949.87,D
20220628,원/유로 환율,1360.04,D
20220629,원/달러 환율,1284.9,D
20220629,원/엔 환율,944.26,D
20220629,원/유로 환율,1352.49,D
20220630,원/달러 환율,1292.9,D
20220630,원/엔 환율,946.45,D
20220630,원/유로 환율,1350.05,D
202207,기준금리,2.25,M
20220701,원/달러 환율,1299.8,D
20220701,원/엔 환율,957.18,D
20220701,원/유로 환율,1361.87,D
20220704,원/달러 환율,1294.2,D
20220704,원/엔 환율,957.14,D
20220704,원/유로 환율,1350.37,D
20220705,원/달러 환율,1297.9,D
20220705,원/엔 환율,955.43,D
20220705,원/유로 환율,1354.1,D
20220706,원/달러 환율,1298.0,D
20220706,원/엔 환율,957.05,D
20220706,원/유로 환율,1332.72,D
20220707,원/달러 환율,1307.4,D
20220707,원/엔 환율,960.93,D
20220707,원/유로 환율,1331.33,D
20220708,원/달러 환율,1302.7,D
20220708,원/엔 환율,958.11,D
20220708,원/유로 환율,1324.0,D
20220711,원/달러 환율,1299.3,D
20220711,원/엔 환율,954.0,D
20220711,원/유로 환율,1321.91,D
20220712,원/달러 환율,1300.6,D
20220712,원/엔 환율,947.1,D
20220712,원/유로 환율,1306.52,D
20220713,원/달러 환율,1312.9,D
20220713,원/엔 환율,959.06,D
20220713,원/유로 환율,1316.71,D
20220714,원/달러 환율,1305.9,D
20220714,원/엔 환율,949.99,D
20220714,원/유로 환율,1312.63,D
20220715,원/달러 환율,1310.0,D
20220715,원/엔 환율,942.24,D
20220715,원/유로 환율,1312.49,D
20220718,원/달러 환율,1323.7,D
20220718,원/엔 환율,956.19,D
20220718,원/유로 환율,1335.08,D
20220719,원/달러 환율,1317.8,D
20220719,원/엔 환율,953.51,D
20220719,원/유로 환율,1336.25,D
20220720,원/달러 환율,1314.9,D
20220720,원/엔 환율,951.34,D
20220720,원/유로 환율,1345.73,D
20220721,원/달러 환율,1308.6,D
20220721,원/엔 환율,946.14,D
20220721,원/유로 환율,1332.42,D
20220722,원/달러 환율,1312.1,D
20220722,원/엔 환율,956.17,D
20220722,원/유로 환율,1341.69,D
20220725,원/달러 환율,1311.7,D
20220725,원/엔 환율,962.26,D
20220725,원/유로 환율,1339.38,D
20220726,원/달러 환율,1311.0,D
20220726,원/엔 환율,960.47,D
20220726,원/유로 환율,1339.78,D
20220727,원/달러 환율,1310.0,D
20220727,원/엔 환율,957.15,D
20220727,원/유로 환율,1327.16,D
20220728,원/달러 환율,1312.8,D
20220728,원/엔 환율,962.57,D
20220728,원/유로 환율,1339.65,D
20220729,원/달러 환율,1304.0,D
20220729,원/엔 환율,970.53,D
20220729,원/유로 환율,1329.3,D
202208,기준금리,2.5,M
20220801,원/달러 환율,1298.6,D
20220801,원/엔 환율,973.43,D
20220801,원/유로 환율,1326.78,D
20220802,원/달러 환율,1306.4,D
20220802,원/엔 환율,993.08,D
20220802,원/유로 환율,1341.22,D
20220803,원/달러 환율,1307.2,D
20220803,원/엔 환율,981.57,D
20220803,원/유로 환율,1328.77,D
20220804,원/달러 환율,1310.5,D
20220804,원/엔 환율,977.66,D
20220804,원/유로 환율,1331.6,D
20220805,원/달러 환율,1309.7,D
20220805,원/엔 환율,986.22,D
20220805,원/유로 환율,1342.44,D
20220808,원/달러 환율,1299.3,D
20220808,원/엔 환율,961.91,D
20220808,원/유로 환율,1322.04,D
20220809,원/달러 환율,1304.8,D
20220809,원/엔 환율,967.06,D
20220809,원/유로 환율,1330.5,D
20220810,원/달러 환율,1305.1,D
20220810,원/엔 환율,965.77,D
20220810,원/유로 환율,1332.31,D
20220811,원/달러 환율,1309.1,D
20220811,원/엔 환율,985.29,D
20220811,원/유로 환율,1348.57,D
20220812,원/달러 환율,1302.5,D
20220812,원/엔 환율,979.21,D
20220812,원/유로 환율,1344.51,D
20220816,원/달러 환율,1303.1,D
20220816,원/엔 환율,979.22,D
20220816,원/유로 환율,1324.34,D
20220817,원/달러 환율,1309.6,D
20220817,원/엔 환율,975.46,D
20220817,원/유로 환율,1332.13,D
20220818,원/달러 환율,1309.8,D
20220818,원/엔 환율,969.32,D
20220818,원/유로 환율,1332.98,D
20220819,원/달러 환율,1317.3,D
20220819,원/엔 환율,969.71,D
20220819,원/유로 환율,1328.76,D
20220822,원/달러 환율,1326.7,D
20220822,원/엔 환율,968.75,D
20220822,원/유로 환율,1331.48,D
20220823,원/달러 환율,1338.2,D
20220823,원/엔 환율,973.34,D
20220823,원/유로 환율,1330.3,D
20220824,원/달러 환율,1341.8,D
20220824,원/엔 환율,981.82,D
20220824,원/유로 환율,1338.18,D
20220825,원/달러 환율,1341.4,D
20220825,원/엔 환율,978.09,D
20220825,원/유로 환율,1336.84,D
20220826,원/달러 환율,1336.9,D
20220826,원/엔 환율,978.95,D
20220826,원/유로 환율,1333.02,D
20220829,원/달러 환율,1332.5,D
20220829,원/엔 환율,965.89,D
20220829,원/유로 환율,1325.3,D
20220830,원/달러 환율,1347.7,D
20220830,원/엔 환율,971.35,D
20220830,원/유로 환율,1347.43,D
20220831,원/달러 환율,1347.5,D
20220831,원/엔 환율,970.65,D
20220831,원/유로 환율,1350.26,D
202209,기준금리,2.5,M
20220901,원/달러 환율,1345.1,D
20220901,원/엔 환율,966.34,D
20220901,원/유로 환율,1351.69,D
20220902,원/달러 환율,1351.4,D
20220902,원/엔 환율,964.29,D
20220902,원/유로 환율,1344.17,D
20220905,원/달러 환율,1356.5,D
20220905,원/엔 환율,966.34,D
20220905,원/유로 환율,1345.92,D
20220906,원/달러 환율,1369.7,D
20220906,원/엔 환율,974.98,D
20220906,원/유로 환율,1361.76,D
20220907,원/달러 환율,1370.3,D
20220907,원/엔 환율,956.05,D
20220907,원/유로 환율,1355.5,D
20220908,원/달러 환율,1385.3,D
20220908,원/엔 환율,961.25,D
20220908,원/유로 환율,1385.72,D
20220913,원/달러 환율,1381.2,D
20220913,원/엔 환율,968.07,D
20220913,원/유로 환율,1398.47,D
20220914,원/달러 환율,1374.8,D
20220914,원/엔 환율,948.69,D
20220914,원/유로 환율,1370.13,D
20220915,원/달러 환율,1391.7,D
20220915,원/엔 환율,973.25,D
20220915,원/유로 환율,1389.13,D
20220916,원/달러 환율,1394.2,D
20220916,원/엔 환율,972.58,D
20220916,원/유로 환율,1393.22,D
20220919,원/달러 환율,1394.2,D
20220919,원/엔 환율,975.54,D
20220919,원/유로 환율,1396.71,D
20220920,원/달러 환율,1390.1,D
20220920,원/엔 환율,969.83,D
20220920,원/유로 환율,1393.92,D
20220921,원/달러 환율,1389.1,D
20220921,원/엔 환율,967.17,D
20220921,원/유로 환율,1385.21,D
20220922,원/달러 환율,1393.6,D
20220922,원/엔 환율,965.8,D
20220922,원/유로 환율,1371.3,D
20220923,원/달러 환율,1408.0,D
20220923,원/엔 환율,989.15,D
20220923,원/유로 환율,1385.33,D
20220926,원/달러 환율,1408.4,D
20220926,원/엔 환율,981.53,D
20220926,원/유로 환율,1365.51,D
20220927,원/달러 환율,1429.7,D
20220927,원/엔 환율,988.8,D
20220927,원/유로 환율,1374.08,D
20220928,원/달러 환율,1427.2,D
20220928,원/엔 환율,985.43,D
20220928,원/유로 환율,1368.47,D
20220929,원/달러 환율,1436.5,D
20220929,원/엔 환율,995.67,D
20220929,원/유로 환율,1396.71,D
20220930,원/달러 환율,1434.8,D
20220930,원/엔 환율,993.25,D
20220930,원/유로 환율,1408.83,D
202210,기준금리,3.0,M
20221004,원/달러 환율,1432.1,D
20221004,원/엔 환율,991.38,D
20221004,원/유로 환율,1408.18,D
20221005,원/달러 환율,1431.2,D
20221005,원/엔 환율,993.58,D
20221005,원/유로 환율,1429.05,D
20221006,원/달러 환율,1419.1,D
20221006,원/엔 환율,982.08,D
20221006,원/유로 환율,1403.77,D
20221007,원/달러 환율,1404.2,D
20221007,원/엔 환율,968.58,D
20221007,원/유로 환율,1374.71,D
20221011,원/달러 환율,1410.3,D
20221011,원/엔 환율,968.31,D
20221011,원/유로 환율,1369.26,D
20221012,원/달러 환율,1433.5,D
20221012,원/엔 환율,982.96,D
20221012,원/유로 환율,1392.29,D
20221013,원/달러 환율,1430.4,D
20221013,원/엔 환율,974.88,D
20221013,원/유로 환율,1388.13,D
20221014,원/달러 환율,1427.0,D
20221014,원/엔 환율,968.87,D
20221014,원/유로 환율,1395.04,D
20221017,원/달러 환율,1428.9,D
20221017,원/엔 환율,961.67,D
20221017,원/유로 환율,1391.03,D
20221018,원/달러 환율,1436.6,D
20221018,원/엔 환율,964.1,D
20221018,원/유로 환율,1413.83,D
20221019,원/달러 환율,1425.6,D
20221019,원/엔 환율,955.82,D
20221019,원/유로 환율,1406.78,D
20221020,원/달러 환율,1420.6,D
20221020,원/엔 환율,948.11,D
20221020,원/유로 환율,1387.07,D
20221021,원/달러 환율,1431.7,D
20221021,원/엔 환율,953.42,D
20221021,원/유로 환율,1400.2,D
20221024,원/달러 환율,1436.6,D
20221024,원/엔 환율,962.03,D
20221024,원/유로 환율,1414.05,D
20221025,원/달러 환율,1436.6,D
20221025,원/엔 환율,965.39,D
20221025,원/유로 환율,1420.08,D
20221026,원/달러 환율,1436.5,D
20221026,원/엔 환율,969.92,D
20221026,원/유로 환율,1430.9,D
20221027,원/달러 환율,1428.2,D
20221027,원/엔 환율,975.58,D
20221027,원/유로 환율,1440.2,D
20221028,원/달러 환율,1418.1,D
20221028,원/엔 환율,969.91,D
20221028,원/유로 환율,1413.92,D
20221031,원/달러 환율,1419.3,D
20221031,원/엔 환율,961.19,D
20221031,원/유로 환율,1413.34,D
202211,기준금리,3.25,M
20221101,원/달러 환율,1422.2,D
20221101,원/엔 환율,956.97,D
20221101,원/유로 환율,1405.7,D
20221102,원/달러 환율,1421.7,D
20221102,원/엔 환율,960.9,D
20221102,원/유로 환율,1404.07,D
20221103,원/달러 환율,1418.0,D
20221103,원/엔 환율,958.33,D
20221103,원/유로 환율,1391.34,D
20221104,원/달러 환율,1422.1,D
20221104,원/엔 환율,959.39,D
20221104,원/유로 환율,1386.62,D
20221107,원/달러 환율,1422.4,D
20221107,원/엔 환율,967.85,D
20221107,원/유로 환율,1412.3,D
20221108,원/달러 환율,1406.5,D
20221108,원/엔 환율,959.12,D
20221108,원/유로 환율,1409.31,D
20221109,원/달러 환율,1387.3,D
20221109,원/엔 환율,952.75,D
20221109,원/유로 환율,1397.7,D
20221110,원/달러 환율,1368.3,D
20221110,원/엔 환율,934.22,D
20221110,원/유로 환율,1369.67,D
20221111,원/달러 환율,1370.1,D
20221111,원/엔 환율,966.39,D
20221111,원/유로 환율,1396.68,D
20221114,원/달러 환율,1334.1,D
20221114,원/엔 환율,954.74,D
20221114,원/유로 환율,1376.39,D
20221115,원/달러 환율,1320.3,D
20221115,원/엔 환율,942.84,D
20221115,원/유로 환율,1363.08,D
20221116,원/달러 환율,1322.4,D
20221116,원/엔 환율,950.31,D
20221116,원/유로 환율,1367.76,D
20221117,원/달러 환율,1325.6,D
20221117,원/엔 환율,950.8,D
20221117,원/유로 환율,1377.83,D
20221118,원/달러 환율,1338.4,D
20221118,원/엔 환율,954.3,D
20221118,원/유로 환율,1387.18,D
20221121,원/달러 환율,1340.0,D
20221121,원/엔 환율,955.2,D
20221121,원/유로 환율,1384.09,D
20221122,원/달러 환율,1352.3,D
20221122,원/엔 환율,951.96,D
20221122,원/유로 환율,1385.3,D
20221123,원/달러 환율,1355.7,D
20221123,원/엔 환율,960.37,D
20221123,원/유로 환율,1396.98,D
20221124,원/달러 환율,1352.3,D
20221124,원/엔 환율,969.63,D
20221124,원/유로 환율,1406.66,D
20221125,원/달러 환율,1333.2,D
20221125,원/엔 환율,961.18,D
20221125,원/유로 환율,1387.59,D
20221128,원/달러 환율,1326.8,D
20221128,원/엔 환율,952.31,D
20221128,원/유로 환율,1376.82,D
20221129,원/달러 환율,1339.0,D
20221129,원/엔 환율,964.18,D
20221129,원/유로 환율,1385.06,D
20221130,원/달러 환율,1331.5,D
20221130,원/엔 환율,959.54,D
20221130,원/유로 환율,1374.31,D
202212,기준금리,3.25,M
20221201,원/달러 환율,1320.1,D
20221201,원/엔 환율,957.74,D
20221201,원/유로 환율,1375.02,D
20221202,원/달러 환율,1300.8,D
20221202,원/엔 환율,961.74,D
20221202,원/유로 환율,1368.9,D
20221205,원/달러 환율,1300.4,D
20221205,원/엔 환율,966.59,D
20221205,원/유로 환율,1369.71,D
20221206,원/달러 환율,1293.2,D
20221206,원/엔 환율,945.63,D
20221206,원/유로 환율,1357.08,D
20221207,원/달러 환율,1309.0,D
20221207,원/엔 환율,955.93,D
