timestamp,name,ticker,close,open,high,low,volume
2025-11-28 08:00:03,코스피,^KS11,3986.909912109375,0.0,0.0,0.0,0,success
2025-11-28 08:00:03,코스닥,^KQ11,880.0599975585938,0.0,0.0,0.0,0,success
2025-11-28 08:00:03,KODEX200,069500.KS,56475.0,56590.0,57150.0,56215.0,12038700,success
2025-11-28 08:00:03,삼성전자,005930.KS,103500.0,104100.0,105500.0,102700.0,16453004,success
2025-11-28 08:00:03,SK하이닉스,000660.KS,544000.0,535000.0,556000.0,533000.0,3654092,success
2025-11-28 20:00:03,코스피,^KS11,3926.590087890625,3995.300048828125,3995.300048828125,3921.889892578125,241923,success
2025-11-28 20:00:03,코스닥,^KQ11,912.6699829101562,888.75,912.6699829101562,888.0999755859375,802794,success
2025-11-28 20:00:03,KODEX200,069500.KS,55650.0,56740.0,56740.0,55555.0,11190217,success
2025-11-28 20:00:03,삼성전자,005930.KS,100500.0,103800.0,103800.0,100500.0,17711155,success
2025-11-28 20:00:04,SK하이닉스,000660.KS,530000.0,551000.0,552000.0,530000.0,3034702,success
2025-11-29 08:00:02,코스피,^KS11,3926.590087890625,3995.300048828125,3995.300048828125,3921.889892578125,241923,success
2025-11-29 08:00:02,코스닥,^KQ11,912.6699829101562,888.75,912.6699829101562,888.0999755859375,802794,success
2025-11-29 08:00:03,KODEX200,069500.KS,55650.0,56740.0,56740.0,55555.0,11190210,success
2025-11-29 08:00:03,삼성전자,005930.KS,100500.0,103800.0,103800.0,100500.0,15292277,success
2025-11-29 08:00:03,SK하이닉스,000660.KS,530000.0,551000.0,552000.0,530000.0,2680138,success
2025-11-29 20:00:04,코스피,^KS11,3926.590087890625,3995.300048828125,3995.300048828125,3921.889892578125,241900,success
2025-11-29 20:00:04,코스닥,^KQ11,912.6699829101562,888.75,912.6699829101562,888.0999755859375,800,success
2025-11-29 20:00:04,KODEX200,069500.KS,55650.0,56740.0,56740.0,55555.0,11190210,success
2025-11-29 20:00:04,삼성전자,005930.KS,100500.0,103800.0,103800.0,100500.0,15292277,success
2025-11-29 20:00:04,SK하이닉스,000660.KS,530000.0,551000.0,552000.0,530000.0,2680138,success
2025-11-30 08:00:03,코스피,^KS11,3926.590087890625,3995.300048828125,3995.300048828125,3921.889892578125,241900,success
2025-11-30 08:00:03,코스닥,^KQ11,912.6699829101562,888.75,912.6699829101562,888.0999755859375,800,success
2025-11-30 08:00:03,KODEX200,069500.KS,55650.0,56740.0,56740.0,55555.0,11190210,success
2025-11-30 08:00:04,삼성전자,005930.KS,100500.0,103800.0,103800.0,100500.0,15292277,success
